"id","activitat_id","userid","datesubmitted","grade","nevaluations"
236657,454,310,1667811986,100,1
194804,454,313,1666805374,100,3
159097,454,314,1666129744,100,7
165782,454,315,1666209773,100,3
144677,454,317,1665995026,100,3
163110,454,318,1666185823,100,4
157297,454,319,1666114691,100,12
192396,454,320,1666778150,100,7
191872,454,321,1666774890,100,5
137056,454,322,1665844992,100,2
197298,454,324,1666875616,100,2
93283,454,326,1665066252,100,1
224901,454,327,1667563910,100,2
158095,454,328,1666118442,100,5
232952,454,329,1667740248,100,3
160667,454,330,1666170058,100,4
210999,454,331,1667239934,100,3
229095,454,336,1667663068,100,6
177175,454,341,1666534363,100,2
233322,454,342,1667746581,100,11
156802,454,345,1666111939,100,3
194773,454,349,1666805029,100,1
191803,454,354,1666774522,100,4
162290,454,365,1666177424,0,0
163980,454,367,1666192508,100,1
199629,454,368,1666944306,100,1
150660,454,371,1666026190,100,3
149680,454,373,1666021056,100,1
293275,454,385,1674793292,100,1
151901,454,401,1666036500,100,3
161471,454,408,1666173649,100,1
173043,454,421,1666388745,100,3
169657,454,424,1666332728,100,3
162767,454,425,1666181537,100,1
175449,454,426,1666472781,100,1
162718,454,432,1666181107,100,3
191694,454,433,1666773692,100,5
229093,454,434,1667663052,100,5
163568,454,435,1666189757,100,4
163520,454,438,1666189466,100,4
233547,454,439,1667749194,100,3
153939,454,440,1666091970,100,1
227292,454,443,1667638842,100,8
211814,454,445,1667298622,100,3
180346,454,446,1666596050,100,1
143947,454,447,1665991278,100,5
160135,454,448,1666167060,100,1
194846,454,450,1666805959,100,2
158211,454,452,1666119445,100,2
175809,454,456,1666514092,100,7
163366,454,462,1666188614,100,3
165507,454,464,1666204730,100,16
139074,454,466,1665907504,100,4
211317,454,467,1667248144,100,5
230417,454,470,1667674832,0,0
223274,454,473,1667506657,100,6
213304,454,478,1667323854,100,5
172272,454,482,1666370337,100,1
162360,454,486,1666177810,100,13
231315,454,487,1667688364,100,4
226985,454,491,1667599940,100,1
183032,454,493,1666609877,100,4
172774,454,495,1666379946,100,13
160117,454,497,1666166984,100,2
229304,454,499,1667664678,100,17
152251,454,501,1666040819,100,3
215621,454,502,1667388379,100,8
161244,454,505,1666172825,100,3
158906,454,517,1666127313,100,22
219652,454,523,1667465598,100,7
214753,454,524,1667381355,100,9
224035,454,525,1667548243,100,3
221841,454,526,1667490732,100,2
181106,454,527,1666601358,100,4
134786,454,528,1665770579,100,21
233609,454,530,1667749873,100,2
171147,454,533,1666358100,100,2
231841,454,534,1667724063,100,2
174641,454,535,1666451557,100,3
175768,454,537,1666512861,0,4
224003,454,560,1667547699,100,3
205570,454,672,1667141799,100,4
209576,454,704,1667222065,100,1
183393,454,733,1666618013,100,1
124251,454,814,1665643251,100,1
192756,454,820,1666780267,100,2
167398,454,843,1666261745,100,1
225856,454,868,1667576886,0,0
199633,454,913,1666944539,0,15
172220,454,947,1666369811,100,13
193055,454,980,1666783051,100,7
193829,454,1000,1666794726,100,4
181710,454,1005,1666604048,100,14
259891,454,1013,1669488253,100,11
225769,454,1021,1667576315,100,12
165657,454,1022,1666206923,100,3
216453,454,1027,1667400280,100,1
222037,454,1029,1667493658,100,14
169425,454,1035,1666299731,100,7
225979,454,1051,1667578249,100,8
227223,454,1053,1667635961,100,6
191070,454,1059,1666735298,100,3
204589,454,1069,1667126577,100,9
212640,454,1164,1667312339,100,32
178842,454,1165,1666549867,100,1
228374,454,1166,1667652579,100,1
227413,454,1174,1667641581,100,4
202452,454,1176,1667055988,100,4
167988,454,1177,1666274886,100,4
221910,454,1195,1667492312,100,3
163512,454,1197,1666189404,100,3
271247,454,1259,1671122227,0,3
220046,454,1388,1667469592,100,1
195467,455,21,1666815277,75,5
145322,455,35,1665998260,100,38
167005,455,65,1666257559,50,1
202005,455,70,1667042427,100,6
160723,455,73,1666170350,100,23
170452,455,76,1666338566,100,6
159151,455,77,1666130247,100,22
160500,455,81,1666169227,100,3
230485,455,82,1667675257,100,26
204248,455,86,1667118209,100,5
158909,455,90,1666127353,100,7
166430,455,92,1666223678,100,16
213671,455,128,1667327755,25,14
230236,455,154,1667673376,100,5
142359,455,156,1665945611,75,10
156756,455,158,1666111796,100,10
164855,455,164,1666198861,75,7
174788,455,165,1666454805,100,17
228315,455,166,1667651905,100,23
215369,455,167,1667386209,100,14
132460,455,168,1665740558,100,5
180714,455,169,1666598015,0,3
184618,455,170,1666625330,100,10
149657,455,171,1666020804,100,2
151736,455,173,1666034323,100,4
180100,455,174,1666595096,100,3
227407,455,175,1667641314,0,2
180095,455,176,1666595071,100,8
166761,455,177,1666255557,100,28
177887,455,179,1666542069,100,6
214808,455,180,1667382270,100,26
180481,455,182,1666596575,100,29
165854,455,184,1666210661,100,15
215394,455,185,1667386463,100,11
215233,455,186,1667385410,100,22
216318,455,187,1667398568,100,29
199276,455,188,1666940791,100,11
180966,455,190,1666599422,75,13
221152,455,191,1667478225,100,10
170108,455,192,1666336158,0,0
221631,455,193,1667486180,25,14
193552,455,196,1666791860,100,12
296193,455,219,1675101610,100,28
61259,455,223,1664459635,75,46
189221,455,224,1666712589,100,79
168108,455,228,1666276993,100,32
172796,455,232,1666380503,100,5
151619,455,238,1666033397,100,27
163817,455,269,1666190980,100,1
171809,455,273,1666363416,100,16
281671,455,275,1673640085,100,7
186432,455,277,1666644985,100,2
148475,455,278,1666015110,100,9
218156,455,281,1667413793,100,14
183336,455,283,1666617609,100,12
277725,455,287,1672670339,100,3
218965,455,288,1667422487,100,18
223181,455,289,1667504777,100,8
180539,455,290,1666596817,100,22
178909,455,297,1666550439,75,8
161776,455,298,1666174546,100,5
163303,455,299,1666187689,100,25
193711,455,302,1666794105,25,12
212025,455,303,1667301722,100,15
158756,455,304,1666125982,100,7
209279,455,305,1667216079,100,11
174614,455,306,1666451071,100,33
268207,455,307,1670761614,75,5
176246,455,308,1666520159,100,38
236752,455,310,1667814022,100,8
195553,455,313,1666816518,100,23
164852,455,314,1666198815,100,3
170713,455,315,1666346057,100,38
148183,455,317,1666014040,100,1
181014,455,318,1666600364,100,3
158349,455,319,1666120601,100,23
266924,455,320,1670416989,100,4
193523,455,321,1666791547,0,0
148215,455,322,1666014175,100,2
197641,455,324,1666884408,100,11
93316,455,326,1665067110,100,2
229917,455,327,1667670577,100,26
162569,455,328,1666179693,100,36
166051,455,330,1666213110,100,22
236853,455,331,1667816017,100,43
233473,455,336,1667748378,100,6
177495,455,341,1666538659,100,2
157320,455,345,1666114917,100,4
196226,455,349,1666857943,100,1
194832,455,354,1666805608,100,24
175215,455,367,1666462805,100,48
214489,455,368,1667375718,100,1
158493,455,371,1666122321,100,76
150085,455,373,1666022969,100,2
293276,455,385,1674793347,0,1
180991,455,401,1666600062,100,16
164742,455,408,1666197893,100,7
173130,455,421,1666393941,100,16
171412,455,424,1666361552,100,7
169386,455,425,1666297945,100,4
175468,455,426,1666473697,100,4
164921,455,432,1666199321,100,6
197289,455,433,1666875245,100,23
230983,455,434,1667681141,100,62
201833,455,435,1667038147,100,17
163742,455,438,1666190584,75,9
234120,455,439,1667753460,100,6
158570,455,440,1666123956,100,35
230067,455,443,1667671958,100,3
211973,455,445,1667300707,75,3
185100,455,446,1666628923,100,42
169850,455,447,1666334901,100,18
163735,455,448,1666190543,100,18
195161,455,450,1666810561,100,10
158773,455,452,1666126097,100,15
213542,455,456,1667326177,100,17
166892,455,462,1666256555,100,23
186252,455,464,1666641745,100,57
145182,455,466,1665997850,100,5
211658,455,467,1667294524,100,18
223659,455,473,1667512187,100,9
277572,455,478,1672650765,100,7
179966,455,482,1666594521,100,12
203662,455,486,1667069009,100,31
237207,455,487,1667823628,100,1
227166,455,491,1667608158,75,22
193797,455,493,1666794568,100,21
213538,455,495,1667326147,100,22
163725,455,497,1666190504,100,15
229319,455,499,1667664769,0,6
152438,455,501,1666044618,100,9
222756,455,502,1667500003,100,15
163938,455,505,1666192126,100,3
161309,455,517,1666173074,25,1
219821,455,523,1667467737,100,6
224874,455,524,1667563405,100,28
224079,455,525,1667548661,100,4
223766,455,526,1667515953,100,10
181176,455,527,1666602021,100,2
138624,455,528,1665865542,100,29
222845,455,533,1667500918,100,32
231933,455,534,1667726928,100,1
174980,455,535,1666457698,100,17
224070,455,560,1667548592,0,0
229041,455,672,1667662691,100,5
209583,455,704,1667222332,100,2
183699,455,733,1666619323,100,11
148111,455,814,1666013788,100,11
192797,455,820,1666780808,0,2
168292,455,843,1666279814,100,18
179173,455,947,1666554362,100,35
193272,455,980,1666786559,0,3
194132,455,1000,1666797275,0,0
182161,455,1005,1666605290,100,7
259916,455,1013,1669490977,100,2
227637,455,1021,1667645375,100,24
167662,455,1022,1666266134,100,3
216554,455,1027,1667401331,100,6
223039,455,1029,1667502939,100,3
169733,455,1035,1666334339,100,42
226356,455,1051,1667583730,100,6
228629,455,1053,1667656681,100,16
191108,455,1059,1666736304,100,6
205284,455,1069,1667135251,75,33
212696,455,1164,1667314018,0,0
179061,455,1165,1666552670,100,4
228445,455,1166,1667653733,100,1
228859,455,1174,1667660045,75,8
202943,455,1176,1667060621,100,2
171588,455,1177,1666362362,100,12
222291,455,1195,1667495636,100,53
163906,455,1197,1666191648,100,2
225520,455,1388,1667573528,75,2
145880,456,35,1665999892,0,2
173240,456,73,1666426512,100,16
170524,456,76,1666342097,100,4
160822,456,81,1666170786,100,10
177883,456,144,1666542035,0,1
149757,456,171,1666021533,100,1
169937,456,173,1666335225,0,2
169838,456,186,1666334823,100,3
199445,456,188,1666941625,100,4
221060,456,193,1667477143,0,4
64805,456,223,1664610656,100,33
164991,456,269,1666199843,100,1
186487,456,277,1666645778,100,5
192451,456,298,1666778452,100,4
182595,456,299,1666606469,100,2
163147,456,304,1666186066,100,4
223183,456,307,1667504840,0,1
148531,456,317,1666015323,100,1
148679,456,322,1666015982,100,7
238583,456,326,1667923980,100,2
172572,456,328,1666375567,100,9
218993,456,330,1667422827,100,15
177323,456,341,1666536258,0,0
157926,456,345,1666117533,100,9
195826,456,354,1666821757,0,0
174942,456,367,1666457155,100,1
168460,456,371,1666281060,0,3
186085,456,401,1666638356,100,2
179684,456,408,1666592039,100,2
173305,456,421,1666428441,100,1
235232,456,446,1667763775,100,3
144419,456,447,1665992896,100,2
158964,456,452,1666128036,100,1
213706,456,456,1667328099,100,2
168131,456,462,1666277372,0,0
146350,456,466,1666001182,100,21
221370,456,478,1667481226,0,0
223977,456,482,1667547362,0,8
228060,456,495,1667648973,0,1
163821,456,501,1666190999,100,12
148591,456,814,1666015594,100,1
173606,456,843,1666432647,100,4
179274,456,947,1666557340,0,2
199786,456,1005,1666946661,100,16
214426,456,1069,1667345100,0,0
228498,456,1166,1667654354,100,2
205982,456,1176,1667145935,100,5
171722,456,1177,1666362964,100,3
222503,456,1195,1667497221,0,14
167473,457,35,1666262999,0,1
202006,457,70,1667042546,0,0
170264,457,73,1666336783,100,9
174628,457,76,1666451328,0,0
173579,457,77,1666432424,100,7
170194,457,81,1666336611,100,1
230736,457,82,1667678197,100,4
216864,457,86,1667403853,0,0
160727,457,90,1666170370,0,4
171835,457,92,1666363592,0,1
177894,457,144,1666542140,0,0
230715,457,154,1667677934,100,4
156829,457,158,1666112033,0,0
170576,457,164,1666343379,0,2
180263,457,165,1666595722,100,7
234946,457,166,1667760494,100,17
160459,457,168,1666168933,100,6
190063,457,170,1666720661,0,3
150224,457,171,1666023782,100,1
172059,457,172,1666367724,0,1
210551,457,173,1667232962,100,10
180205,457,174,1666595527,0,0
227419,457,175,1667641742,0,1
180676,457,176,1666597825,100,1
232203,457,177,1667731761,100,7
178068,457,179,1666543580,100,6
214868,457,180,1667382751,100,3
170259,457,182,1666336770,0,0
169325,457,184,1666295298,100,7
215312,457,185,1667385915,0,1
158287,457,186,1666120050,100,4
218967,457,187,1667422528,0,0
224169,457,188,1667550629,100,9
187539,457,190,1666690175,0,1
222303,457,191,1667495715,0,1
178772,457,192,1666549257,0,12
216504,457,193,1667400645,0,0
170304,457,194,1666336957,0,0
174725,457,217,1666453280,0,0
296197,457,219,1675101677,100,1
183516,457,223,1666618439,100,24
211438,457,228,1667254547,100,47
172801,457,232,1666380566,100,5
150528,457,238,1666025253,0,3
233416,457,268,1667747692,100,3
165208,457,269,1666201530,100,2
183528,457,273,1666618499,0,3
281678,457,275,1673640593,100,2
186499,457,277,1666645954,100,3
155334,457,278,1666106853,0,2
218353,457,281,1667415197,100,4
201375,457,283,1666980302,100,3
296301,457,287,1675104581,100,1
223422,457,289,1667509467,100,3
180558,457,290,1666596915,0,0
202848,457,297,1667059712,0,1
170316,457,298,1666337011,100,1
176455,457,299,1666522528,100,24
214801,457,303,1667382158,100,14
171567,457,304,1666362277,100,22
222550,457,305,1667497435,100,1
215697,457,306,1667389151,100,28
171922,457,308,1666364123,100,13
236764,457,310,1667814143,100,1
199582,457,313,1666942776,100,8
171854,457,315,1666363674,100,2
148914,457,317,1666016876,100,1
171685,457,318,1666362822,100,1
165287,457,319,1666202162,100,20
266927,457,320,1670417089,100,3
212985,457,321,1667319661,100,3
167494,457,322,1666263305,100,1
198657,457,324,1666904877,100,4
93387,457,326,1665067910,100,2
230716,457,327,1667677978,0,3
170241,457,328,1666336737,100,24
176122,457,330,1666518709,100,12
216594,457,331,1667401629,0,1
233066,457,336,1667742321,100,4
178502,457,341,1666546897,100,1
170604,457,344,1666343888,0,0
165328,457,345,1666202551,100,5
198753,457,349,1666907260,100,2
204951,457,354,1667131072,0,10
172521,457,365,1666374592,0,0
175788,457,367,1666513340,100,19
226129,457,368,1667580352,100,1
182117,457,371,1666605120,100,32
151481,457,373,1666032426,100,1
293279,457,385,1674793489,100,3
226093,457,401,1667579913,100,2
173777,457,408,1666435204,100,4
195568,457,421,1666817101,100,9
170532,457,424,1666342309,100,1
172360,457,425,1666371271,100,8
175645,457,426,1666482368,100,2
225604,457,433,1667574387,100,1
233702,457,434,1667750433,100,5
200919,457,435,1666967196,100,30
170665,457,438,1666345146,100,8
234627,457,439,1667757409,100,1
165282,457,440,1666202130,100,4
266884,457,443,1670411045,100,4
212304,457,445,1667306618,100,20
185783,457,446,1666634943,100,11
160664,457,447,1666170053,100,3
192646,457,448,1666779480,100,21
191554,457,452,1666771929,100,12
213764,457,456,1667328693,0,0
174268,457,462,1666445606,100,3
168489,457,466,1666281258,100,1
215727,457,467,1667389444,0,3
270150,457,470,1671008895,0,0
231018,457,473,1667681780,0,0
228294,457,478,1667651761,100,1
173839,457,482,1666436118,100,6
204865,457,486,1667130085,100,21
237221,457,487,1667823987,100,1
228604,457,491,1667656080,100,1
195737,457,493,1666820278,100,9
215305,457,495,1667385859,100,1
169421,457,497,1666299569,100,2
229135,457,499,1667663442,100,10
186833,457,501,1666654704,100,10
224136,457,502,1667549691,100,3
170252,457,505,1666336759,100,1
169803,457,517,1666334667,0,0
225649,457,523,1667575193,100,2
224884,457,524,1667563570,100,8
224184,457,525,1667551384,0,2
227745,457,526,1667646504,0,1
181658,457,527,1666603924,100,3
136631,457,528,1665834740,100,4
187689,457,533,1666692018,0,0
232371,457,534,1667733468,100,1
200741,457,535,1666963970,100,9
237697,457,672,1667897414,100,22
209591,457,704,1667222654,100,1
226886,457,733,1667595369,100,36
171882,457,814,1666363830,100,13
193861,457,820,1666794940,100,6
171766,457,843,1666363159,100,9
184915,457,947,1666627394,100,26
196717,457,1000,1666865114,0,0
199981,457,1005,1666948220,100,7
259956,457,1013,1669494655,100,9
228141,457,1021,1667650066,100,15
169270,457,1022,1666292284,100,1
273483,457,1029,1671558276,100,4
173930,457,1035,1666438044,100,4
230044,457,1051,1667671762,100,9
231731,457,1053,1667713592,0,1
192800,457,1059,1666780879,100,6
216485,457,1069,1667400470,100,22
215333,457,1164,1667386000,0,0
213607,457,1165,1667327015,100,8
228590,457,1166,1667655772,100,2
228855,457,1174,1667659992,100,7
206293,457,1176,1667149478,100,2
171883,457,1177,1666363830,100,5
225703,457,1195,1667575771,100,3
171813,457,1197,1666363447,100,1
271214,457,1259,1671121666,0,0
222087,457,1388,1667494018,0,0
146262,458,35,1666000904,100,12
267576,458,70,1670594627,100,0
173398,458,73,1666430343,0,3
179260,458,76,1666557227,0,0
166393,458,77,1666219137,100,1
166563,458,81,1666248462,100,18
231298,458,82,1667688008,100,22
202615,458,86,1667057404,100,2
178519,458,90,1666547084,100,28
183320,458,92,1666617485,100,9
216107,458,128,1667394075,0,3
177909,458,144,1666542292,100,2
230731,458,154,1667678137,100,4
143484,458,156,1665989231,100,19
157835,458,158,1666117079,0,0
173881,458,164,1666437026,100,2
180119,458,165,1666595164,100,1
230947,458,166,1667680556,100,7
215517,458,167,1667387468,100,3
160475,458,168,1666169021,0,0
196333,458,170,1666859477,100,15
160606,458,171,1666169825,100,1
180868,458,172,1666598769,100,7
180036,458,173,1666594845,100,11
180846,458,174,1666598644,100,5
180256,458,175,1666595705,100,9
180806,458,176,1666598399,100,3
180027,458,177,1666594823,100,5
178118,458,179,1666544178,100,1
207161,458,180,1667157477,100,11
179234,458,182,1666556729,100,14
169367,458,184,1666296720,100,1
213349,458,185,1667324446,100,4
158408,458,186,1666121264,100,7
221866,458,187,1667491361,0,4
201808,458,188,1667037413,100,3
190135,458,190,1666721281,100,21
223134,458,191,1667504057,100,12
180058,458,192,1666594923,0,3
221688,458,193,1667487624,100,12
174821,458,217,1666455436,100,4
183172,458,219,1666613332,100,46
67370,458,223,1664651204,100,49
165674,458,228,1666207120,100,13
180017,458,232,1666594799,100,1
151839,458,238,1666035761,100,30
165325,458,269,1666202530,100,1
183684,458,273,1666619273,0,1
281681,458,275,1673640733,100,1
186529,458,277,1666646453,100,1
156181,458,278,1666109786,100,11
181247,458,281,1666602507,100,2
184118,458,283,1666621548,0,1
183871,458,287,1666620119,100,22
181911,458,288,1666604603,100,3
223846,458,289,1667517872,100,30
180906,458,290,1666598983,0,0
185164,458,297,1666629582,0,0
171006,458,298,1666353459,100,1
176607,458,299,1666524567,100,4
214178,458,303,1667336984,100,16
166388,458,304,1666218788,100,4
215331,458,305,1667385998,100,19
183639,458,306,1666619081,100,11
181242,458,307,1666602475,100,3
173192,458,308,1666424870,100,12
199605,458,313,1666943843,100,2
176961,458,314,1666529962,100,1
179384,458,315,1666559216,100,55
149262,458,317,1666018103,100,1
173279,458,318,1666427883,100,6
171777,458,319,1666363203,100,12
183263,458,320,1666617146,0,0
148995,458,322,1666017124,0,0
198668,458,324,1666905222,0,1
93406,458,326,1665068174,100,1
231199,458,327,1667685259,100,12
172030,458,328,1666366998,100,26
178822,458,330,1666549701,100,12
216707,458,331,1667402584,100,6
235927,458,336,1667775111,100,7
179563,458,341,1666563184,100,1
233524,458,342,1667748913,0,1
183617,458,344,1666618963,100,7
177903,458,345,1666542246,100,36
199590,458,349,1666943164,100,1
215945,458,354,1667391161,100,23
173760,458,365,1666434879,100,3
175820,458,367,1666514272,100,6
214541,458,368,1667377302,100,1
183658,458,371,1666619185,100,17
151674,458,373,1666033822,100,2
293282,458,385,1674793592,0,2
191504,458,401,1666770867,100,1
180140,458,408,1666595271,100,2
195861,458,421,1666822701,100,18
179726,458,424,1666593160,100,1
172387,458,425,1666371859,100,1
178520,458,426,1666547107,100,3
181233,458,432,1666602395,100,1
180191,458,433,1666595461,100,2
232638,458,434,1667736370,100,1
183806,458,435,1666619813,100,29
171581,458,438,1666362327,100,2
234809,458,439,1667759218,100,2
195524,458,440,1666816037,100,16
229238,458,443,1667664211,100,11
213342,458,445,1667324339,100,33
186147,458,446,1666639130,100,21
160843,458,447,1666170880,100,1
187918,458,448,1666694781,100,14
181263,458,450,1666602593,100,1
191584,458,452,1666772373,100,14
179338,458,456,1666558207,0,0
174328,458,462,1666446769,100,5
181165,458,464,1666601898,100,1
152739,458,466,1666080529,100,3
211628,458,467,1667293000,100,17
231121,458,470,1667683801,0,0
277570,458,478,1672650102,100,11
179814,458,482,1666593944,100,2
175393,458,486,1666470815,100,4
228607,458,491,1667656239,100,1
183791,458,493,1666619752,100,8
180022,458,495,1666594810,100,9
169464,458,497,1666301153,100,1
229144,458,499,1667663526,0,10
190885,458,501,1666731991,100,4
224175,458,502,1667550888,0,1
171988,458,505,1666365582,100,3
180013,458,517,1666594790,100,6
225748,458,523,1667576159,0,2
220902,458,524,1667475455,0,6
228036,458,525,1667648832,100,2
227968,458,526,1667648293,100,7
181814,458,527,1666604326,100,2
136701,458,528,1665836065,0,4
226196,458,533,1667581297,100,28
232521,458,534,1667735052,100,1
216286,458,535,1667398106,100,5
181112,458,537,1666601444,100,4
225853,458,560,1667576863,0,0
206593,458,672,1667151735,100,1
209593,458,704,1667222719,100,1
184136,458,733,1666621610,0,1
187156,458,814,1666685121,0,0
193940,458,820,1666795313,100,2
173394,458,843,1666430251,100,3
185010,458,947,1666628214,0,1
227655,458,1000,1667645577,100,14
199991,458,1005,1666948410,0,0
259927,458,1013,1669492086,100,9
275704,458,1016,1672005473,100,3
228690,458,1021,1667657973,100,9
189500,458,1022,1666715330,100,8
216583,458,1027,1667401575,0,0
222048,458,1029,1667493742,100,1
174041,458,1035,1666439735,100,3
230992,458,1051,1667681241,100,25
193014,458,1059,1666782663,100,6
234862,458,1069,1667759717,0,39
180085,458,1165,1666595033,100,1
232072,458,1166,1667730382,0,0
228884,458,1174,1667660593,100,2
206387,458,1176,1667150078,100,2
175776,458,1177,1666513032,0,4
225831,458,1195,1667576686,100,2
171916,458,1197,1666363989,100,2
271224,458,1259,1671121829,0,1
225745,458,1388,1667576156,100,1
167506,459,35,1666263475,100,7
267593,459,70,1670596389,100,3
180110,459,73,1666595143,100,18
179358,459,76,1666558541,100,1
186791,459,77,1666653249,100,9
170398,459,81,1666337355,100,11
231359,459,82,1667689237,0,0
202670,459,86,1667057960,0,0
178753,459,90,1666549130,100,9
183882,459,92,1666620188,100,11
216334,459,128,1667398829,75,7
177927,459,144,1666542439,100,1
230820,459,154,1667679020,100,2
143834,459,156,1665990894,100,4
170315,459,158,1666337008,75,6
180677,459,164,1666597826,100,7
180629,459,165,1666597499,100,3
232020,459,166,1667729907,100,14
216896,459,167,1667404131,100,18
160754,459,168,1666170461,50,3
199328,459,170,1666941025,100,11
161005,459,171,1666171597,100,5
221892,459,172,1667492044,100,5
180510,459,173,1666596707,100,8
180692,459,175,1666597914,75,3
191776,459,176,1666774328,100,2
180471,459,177,1666596535,100,5
178437,459,179,1666546493,100,7
207317,459,180,1667159426,100,10
179756,459,182,1666593629,100,45
169406,459,184,1666299183,100,4
213356,459,185,1667324559,100,4
163972,459,186,1666192410,100,11
222444,459,187,1667496922,75,9
202921,459,188,1667060430,100,5
191719,459,190,1666773856,75,8
223174,459,191,1667504630,100,26
180490,459,192,1666596604,75,7
221685,459,193,1667487606,100,18
174944,459,217,1666457187,75,9
296198,459,219,1675101750,0,1
67419,459,223,1664652207,100,7
165971,459,228,1666212126,100,7
180596,459,232,1666597022,100,2
158780,459,238,1666126175,75,5
234517,459,268,1667756555,75,4
171478,459,269,1666361881,100,1
183830,459,273,1666619920,0,0
281683,459,275,1673640844,100,1
186581,459,277,1666647370,100,3
156530,459,278,1666110990,100,10
181732,459,281,1666604104,100,5
193794,459,283,1666794558,75,3
296324,459,287,1675104985,0,3
192990,459,288,1666782466,100,12
227703,459,289,1667646083,100,4
185323,459,290,1666631073,0,0
188190,459,297,1666698529,75,9
171407,459,298,1666361530,100,1
176720,459,299,1666525862,100,4
215341,459,303,1667386031,100,7
167080,459,304,1666257948,75,4
215757,459,305,1667389726,100,3
183778,459,306,1666619693,100,15
268244,459,307,1670764328,100,11
186937,459,308,1666681300,100,13
199667,459,313,1666945203,100,3
181779,459,314,1666604219,100,7
179490,459,315,1666561064,100,6
163896,459,317,1666191546,100,3
173377,459,318,1666429801,100,6
183386,459,319,1666617995,100,14
183540,459,320,1666618582,0,0
187357,459,322,1666687803,75,2
198779,459,324,1666907910,0,0
93471,459,326,1665068972,100,1
232896,459,327,1667739159,100,8
172147,459,328,1666369067,100,9
180535,459,330,1666596790,100,13
216870,459,331,1667403939,0,1
235992,459,336,1667776312,0,0
179587,459,341,1666564138,75,1
178309,459,345,1666545688,100,3
199682,459,349,1666945516,100,3
216050,459,354,1667392364,100,3
174055,459,365,1666439963,100,10
175952,459,367,1666516316,100,3
214661,459,368,1667379439,100,3
182741,459,371,1666607124,100,3
152539,459,373,1666073783,75,3
293283,459,385,1674793663,0,1
192121,459,401,1666776515,100,4
185270,459,408,1666630525,100,7
197181,459,421,1666872959,100,5
180338,459,424,1666596016,100,2
174871,459,425,1666456189,100,8
178783,459,426,1666549353,100,4
181716,459,432,1666604066,100,8
226051,459,433,1667579170,100,33
263211,459,434,1669896350,100,4
201943,459,435,1667040591,100,5
171891,459,438,1666363863,100,2
235800,459,439,1667772920,100,7
195618,459,440,1666818263,100,6
267169,459,443,1670502211,0,2
214991,459,445,1667383398,100,2
186702,459,446,1666649754,100,12
167349,459,447,1666260937,100,5
188120,459,448,1666697458,50,4
181898,459,450,1666604554,100,13
191682,459,452,1666773564,100,11
183827,459,456,1666619913,0,1
174426,459,462,1666448528,100,6
181857,459,464,1666604438,100,8
158580,459,466,1666124156,75,1
211972,459,467,1667300672,75,8
180717,459,482,1666598023,100,8
200826,459,486,1666966102,100,3
229248,459,491,1667664283,50,4
200804,459,493,1666965723,100,24
180954,459,495,1666599337,100,2
171482,459,497,1666361899,100,18
228991,459,499,1667662028,0,2
191066,459,501,1666735138,100,1
226231,459,502,1667581739,100,22
172440,459,505,1666372930,100,4
180547,459,517,1666596847,0,0
227643,459,523,1667645449,75,2
228324,459,525,1667651994,100,5
228121,459,526,1667649912,0,3
182164,459,527,1666605295,100,3
138078,459,528,1665857150,100,22
226226,459,533,1667581667,100,7
232729,459,534,1667737297,100,3
216729,459,535,1667402719,100,1
181230,459,537,1666602371,100,3
207365,459,672,1667159874,100,9
209598,459,704,1667222867,0,1
185905,459,733,1666635993,0,4
187252,459,814,1666686032,0,0
194134,459,820,1666797283,100,6
173476,459,843,1666431493,100,4
190910,459,947,1666732500,75,12
232604,459,1000,1667735879,0,0
209295,459,1005,1667216336,0,0
259967,459,1013,1669496566,0,5
228848,459,1021,1667659957,100,10
192945,459,1022,1666782130,100,9
216676,459,1027,1667402373,0,0
273305,459,1029,1671539965,100,20
174158,459,1035,1666442714,100,2
231597,459,1051,1667694916,100,18
193108,459,1059,1666783711,0,1
235157,459,1069,1667762943,75,11
213679,459,1165,1667327898,100,3
232269,459,1166,1667732390,0,0
228950,459,1174,1667661517,0,0
206669,459,1176,1667152403,100,2
183229,459,1177,1666616877,0,0
226043,459,1195,1667579013,100,8
183817,459,1197,1666619865,100,3
271289,459,1259,1671122737,75,4
226284,459,1388,1667582635,100,8
159465,460,35,1666162276,100,8
267594,460,70,1670596466,0,0
180615,460,73,1666597077,100,6
181105,460,76,1666601356,100,1
165936,460,77,1666211827,0,0
180164,460,81,1666595354,100,15
216790,460,86,1667403249,100,22
178853,460,90,1666549957,100,2
179628,460,92,1666574342,100,2
216231,460,128,1667396276,0,0
177933,460,144,1666542496,0,0
230859,460,154,1667679466,100,1
144252,460,156,1665992300,100,12
161874,460,158,1666175233,0,0
185580,460,164,1666633561,100,3
204727,460,165,1667128394,100,10
232229,460,166,1667732009,100,2
217140,460,167,1667406463,100,4
160784,460,168,1666170600,0,0
199480,460,170,1666941781,100,4
165403,460,171,1666203316,100,1
221938,460,172,1667492587,100,1
177130,460,173,1666533319,100,3
191930,460,176,1666775313,100,2
192648,460,177,1666779495,100,15
178976,460,179,1666551564,100,1
208026,460,180,1667172787,100,15
179402,460,182,1666559582,0,3
169445,460,184,1666300591,100,2
223106,460,185,1667503768,100,10
164426,460,186,1666196167,100,1
222842,460,187,1667500895,0,1
202965,460,188,1667060887,100,2
191779,460,190,1666774344,0,1
