activitat_id,activitat,aula_id,startdate,duedate,grade
3895,(OPCIONAL) Problema 5.36: OrdenadaDecreixent,184,0,0,100
3896,(OPCIONAL) Problema 5.38: BuscarPosicio,184,0,0,100
3897,(OPCIONAL) Problema 5.39: LlistaInversa,184,0,0,100
3898,Problema 5.42: OrdenarLlista,184,0,0,100
3899,Problema 6.1: Escriure / Llegir fitxer,184,0,0,100
3900,Problema 6.2: Escriure fitxer mode 'afegir',184,0,0,100
3901,Problema 6.3: seek and tell,184,0,0,100
3902,Problema 6.5: Lectura l�nea a l�nea de text,184,0,0,100
3903,(OPCIONAL) Problema 6.7: Lectura de valors num�rics,184,0,0,100
3904,Problema 6.9: Lectura de dades estructurades,184,0,0,100
3905,(OPCIONAL) Problema 6.11: Escriptura taula de multiplicar,184,0,0,100
3906,Problema 6.13: Afegir dades a un fitxer amb format,184,0,0,100
3907,Problema 6.16: Codificar fitxer,184,0,0,100
3908,Problema 6.18: Buscar dades en fitxer,184,0,0,100
3909,Problema 7.1: Calculadora amb control d'errors,184,0,0,100
3911,Problema 7.3: Operador d'strings,184,0,0,100
3912,Problema 7.4: Lectura de fitxer,184,0,0,100
3962,"Lliurament Pr�ctica 1: Rock, Paper, Scissors, Lizard, Spock",184,1729585800,1730674500,100
